,pct_max_score,learner_model,interactive,psiturk_log_uuid,level_number
571,74.07407407407408,literal,True,5800eb53beccf8000100cb06:5f494f8f8d15cc499a5110a0,9
572,100.0,literal,True,5e24c091002033726e8c62b0:5f494b201be8563741f5b3e5,6
298,100.0,literal,True,542bbe97fdf99b324f7632af:5f494c522a4bf513763ec109,2
13,-87.5,literal,True,599b3695d25b9e0001826d5a:5f4947874810bc482b434f7a,2
18,35.294117647058826,literal,True,599b3695d25b9e0001826d5a:5f4947874810bc482b434f7a,3
608,37.5,literal,True,5980f157413c230001291b22:5f4961faad7baa4b44a10eef,1
57,20.833333333333336,literal,True,5eadd16133f0690c33e0a6c4:5f4947f5d8bdca49323877a5,4
718,45.83333333333333,literal,True,5e70f7ae5677ec0659009ac3:5f49622b40b01f4c2955e8af,4
53,-41.66666666666667,literal,True,599b3695d25b9e0001826d5a:5f4947874810bc482b434f7a,8
60,74.07407407407408,literal,True,599b3695d25b9e0001826d5a:5f4947874810bc482b434f7a,9
717,100.0,literal,True,5c17c95d6822770001c96065:5f4961f7a08b214be904c22f,6
50,64.70588235294117,literal,True,5eadd16133f0690c33e0a6c4:5f4947f5d8bdca49323877a5,3
715,72.0,literal,True,5980f157413c230001291b22:5f4961faad7baa4b44a10eef,5
721,-64.28571428571429,literal,True,5f32f1f9f2bc330b8351c3dd:5f496209647fdf37e7158557,7
66,80.0,literal,True,5eadd16133f0690c33e0a6c4:5f4947f5d8bdca49323877a5,5
722,100.0,literal,True,5f120594adcb84118a2bd752:5f4961f6f50c0e4aef4276f3,3
68,100.0,literal,True,599b3695d25b9e0001826d5a:5f4947874810bc482b434f7a,10
723,-20.0,literal,True,5e851c3988674a0fa6ce6cfe:5f496216eb2e884bb4f38446,6
307,80.0,literal,True,5b4f9ec6d4c93b00019ccb14:5f494be37b89dc357025f6a4,5
309,-62.5,literal,True,5f258c2c43c6770008f8abd2:5f494bc65d2cf811e636e692,2
312,35.294117647058826,literal,True,542bbe97fdf99b324f7632af:5f494c522a4bf513763ec109,3
657,100.0,literal,True,5c17c95d6822770001c96065:5f4961f7a08b214be904c22f,4
315,59.25925925925925,literal,True,58c5ade8334d5b0001d6393b:5f494b6e7a43dc497c74a658,9
326,64.70588235294117,literal,True,5f258c2c43c6770008f8abd2:5f494bc65d2cf811e636e692,3
1247,35.294117647058826,literal,True,5ec82c3f67c66a10c498ecf6:5f4978ef88eb744e42537ef0,3
87,58.333333333333336,literal,True,5eadd16133f0690c33e0a6c4:5f4947f5d8bdca49323877a5,8
563,35.294117647058826,literal,True,5800eb53beccf8000100cb06:5f494f8f8d15cc499a5110a0,3
85,-112.5,literal,True,5eeb6d79f5e44e2c8aef94d6:5f4949b17f5251481c085490,1
320,100.0,literal,True,5f3bcd527997410a5682a06a:5f494bd730f69f481b7779af,2
81,92.85714285714286,literal,True,5eadd16133f0690c33e0a6c4:5f4947f5d8bdca49323877a5,7
707,100.0,literal,True,5d5445e63808390015b8df52:5f4961f08ac21f39d3323d10,6
71,0.0,literal,True,5eadd16133f0690c33e0a6c4:5f4947f5d8bdca49323877a5,6
303,-112.5,literal,True,5f258c2c43c6770008f8abd2:5f494bc65d2cf811e636e692,1
25,0.0,literal,True,599b3695d25b9e0001826d5a:5f4947874810bc482b434f7a,5
573,100.0,literal,True,5800eb53beccf8000100cb06:5f494f8f8d15cc499a5110a0,10
739,0.0,literal,True,5f05beccf7def406fd64c59c:5f4961fc9d04a0143eb59d0f,2
574,100.0,literal,True,5e24c091002033726e8c62b0:5f494b201be8563741f5b3e5,7
141,100.0,literal,True,5ea8d86b3c7f5f34a1e32a0d:5f4949462a3d0748aa6c37f7,5
172,100.0,literal,True,5ceecd8f12495000011572be:5f4949fea38e6b12a551904d,5
222,-31.25,literal,True,5b4f9ec6d4c93b00019ccb14:5f494be37b89dc357025f6a4,1
171,100.0,literal,True,5d4955c81b303e0017e718f6:5f494a7ecd5e5d47a67f829a,7
170,-87.5,literal,True,58c5ade8334d5b0001d6393b:5f494b6e7a43dc497c74a658,2
635,100.0,literal,True,5efcdcfeaead790f210c3181:5f4962038d19d84b12aff021,2
701,-56.25,literal,True,5c5cb335c378220001e5ed9b:5f49621ccb08014b9843820f,2
165,60.0,literal,True,5eeb6d79f5e44e2c8aef94d6:5f4949b17f5251481c085490,6
675,0.0,literal,True,5f32f1f9f2bc330b8351c3dd:5f496209647fdf37e7158557,5
229,48.0,literal,True,58c5ade8334d5b0001d6393b:5f494b6e7a43dc497c74a658,5
231,100.0,literal,True,5d4955c81b303e0017e718f6:5f494a7ecd5e5d47a67f829a,10
211,74.07407407407408,literal,True,5d4955c81b303e0017e718f6:5f494a7ecd5e5d47a67f829a,9
174,100.0,literal,True,5ea8d86b3c7f5f34a1e32a0d:5f4949462a3d0748aa6c37f7,7
673,37.5,literal,True,5f05beccf7def406fd64c59c:5f4961fc9d04a0143eb59d0f,1
189,100.0,literal,True,5e24c091002033726e8c62b0:5f494b201be8563741f5b3e5,4
190,35.294117647058826,literal,True,58c5ade8334d5b0001d6393b:5f494b6e7a43dc497c74a658,3
191,60.0,literal,True,5ceecd8f12495000011572be:5f4949fea38e6b12a551904d,6
93,37.5,literal,True,5ea8d86b3c7f5f34a1e32a0d:5f4949462a3d0748aa6c37f7,1
138,48.0,literal,True,5d4955c81b303e0017e718f6:5f494a7ecd5e5d47a67f829a,5
193,100.0,literal,True,5d4955c81b303e0017e718f6:5f494a7ecd5e5d47a67f829a,8
671,0.0,literal,True,5b1386089663ee0001461b6e:5f496226437291397fed6f89,1
195,100.0,literal,True,5ea8d86b3c7f5f34a1e32a0d:5f4949462a3d0748aa6c37f7,8
636,-105.88235294117648,literal,True,5f32f1f9f2bc330b8351c3dd:5f496209647fdf37e7158557,3
108,25.0,literal,True,5d4955c81b303e0017e718f6:5f494a7ecd5e5d47a67f829a,2
107,100.0,literal,True,5eadd16133f0690c33e0a6c4:5f4947f5d8bdca49323877a5,10
638,-93.75,literal,True,5cd2f861ad27b40016acd64e:5f4961ed0fc6404c0ef9ac55,2
105,23.52941176470588,literal,True,5eeb6d79f5e44e2c8aef94d6:5f4949b17f5251481c085490,3
213,77.77777777777779,literal,True,5ea8d86b3c7f5f34a1e32a0d:5f4949462a3d0748aa6c37f7,9
640,-17.647058823529413,literal,True,5e851c3988674a0fa6ce6cfe:5f496216eb2e884bb4f38446,3
609,0.0,literal,True,5f32f1f9f2bc330b8351c3dd:5f496209647fdf37e7158557,1
183,92.85714285714286,literal,True,5eeb6d79f5e44e2c8aef94d6:5f4949b17f5251481c085490,7
365,26.666666666666668,literal,True,5f258c2c43c6770008f8abd2:5f494bc65d2cf811e636e692,6
366,-20.0,literal,True,542bbe97fdf99b324f7632af:5f494c522a4bf513763ec109,6
575,58.333333333333336,literal,True,5e24c091002033726e8c62b0:5f494b201be8563741f5b3e5,8
369,-87.5,literal,True,5daf0de496507d001032d762:5f494b68bdb24437be1eae8a,2
370,50.0,literal,True,5b4f9ec6d4c93b00019ccb14:5f494be37b89dc357025f6a4,8
576,100.0,literal,True,5eeb6d79f5e44e2c8aef94d6:5f4949b17f5251481c085490,10
577,74.07407407407408,literal,True,5e24c091002033726e8c62b0:5f494b201be8563741f5b3e5,9
158,100.0,literal,True,5ceecd8f12495000011572be:5f4949fea38e6b12a551904d,4
157,60.0,literal,True,5ea8d86b3c7f5f34a1e32a0d:5f4949462a3d0748aa6c37f7,6
578,100.0,literal,True,5e24c091002033726e8c62b0:5f494b201be8563741f5b3e5,10
155,100.0,literal,True,5d4955c81b303e0017e718f6:5f494a7ecd5e5d47a67f829a,6
349,-35.294117647058826,literal,True,5f3bcd527997410a5682a06a:5f494bd730f69f481b7779af,3
736,35.294117647058826,literal,True,5c5cb335c378220001e5ed9b:5f49621ccb08014b9843820f,3
152,37.5,literal,True,5e24c091002033726e8c62b0:5f494b201be8563741f5b3e5,1
330,50.0,literal,True,542bbe97fdf99b324f7632af:5f494c522a4bf513763ec109,4
735,-70.58823529411765,literal,True,5b1386089663ee0001461b6e:5f496226437291397fed6f89,3
335,100.0,literal,True,58c5ade8334d5b0001d6393b:5f494b6e7a43dc497c74a658,10
336,100.0,literal,True,5f2c6060e9b1c90008a1d428:5f494bb3a08b2148a3fa23f5,4
148,72.0,literal,True,5eeb6d79f5e44e2c8aef94d6:5f4949b17f5251481c085490,5
337,26.666666666666668,literal,True,5b4f9ec6d4c93b00019ccb14:5f494be37b89dc357025f6a4,6
338,37.5,literal,True,5daf0de496507d001032d762:5f494b68bdb24437be1eae8a,1
146,-31.25,literal,True,58c5ade8334d5b0001d6393b:5f494b6e7a43dc497c74a658,1
145,35.294117647058826,literal,True,5ceecd8f12495000011572be:5f4949fea38e6b12a551904d,3
340,100.0,literal,True,5f258c2c43c6770008f8abd2:5f494bc65d2cf811e636e692,4
732,26.666666666666668,literal,True,5cd2f861ad27b40016acd64e:5f4961ed0fc6404c0ef9ac55,6
347,40.0,literal,True,542bbe97fdf99b324f7632af:5f494c522a4bf513763ec109,5
163,100.0,literal,True,5e24c091002033726e8c62b0:5f494b201be8563741f5b3e5,2
280,-31.25,literal,True,542bbe97fdf99b324f7632af:5f494c522a4bf513763ec109,1
711,40.0,literal,True,5cd2f861ad27b40016acd64e:5f4961ed0fc6404c0ef9ac55,5
461,55.00000000000001,literal,True,5f2c6060e9b1c90008a1d428:5f494bb3a08b2148a3fa23f5,10
1251,-17.647058823529413,literal,True,5ec37e4bfaf4051ce248f1b5:5f4978f8edde0c4e5002ecc0,3
756,100.0,literal,True,5efcdcfeaead790f210c3181:5f4962038d19d84b12aff021,5
519,100.0,literal,True,5c8fc2bd9b8be600019bc3d9:5f494aab6432ef481a09e022,7
774,41.66666666666667,literal,True,5b1386089663ee0001461b6e:5f496226437291397fed6f89,4
793,-62.5,literal,True,5c5cb335c378220001e5ed9b:5f49621ccb08014b9843820f,4
786,66.66666666666666,literal,True,5d5445e63808390015b8df52:5f4961f08ac21f39d3323d10,8
783,0.0,literal,True,5e851c3988674a0fa6ce6cfe:5f496216eb2e884bb4f38446,7
525,100.0,literal,True,5dee8dc525332652f941f79b:5f494b4b3d0cb54881524fee,2
517,0.0,literal,True,5e4864041a9dc6000c6f6073:5f494b7b0ac66447566b73f8,7
526,-20.0,literal,True,5daf0de496507d001032d762:5f494b68bdb24437be1eae8a,10
528,100.0,literal,True,5e4864041a9dc6000c6f6073:5f494b7b0ac66447566b73f8,8
777,0.0,literal,True,5e70f7ae5677ec0659009ac3:5f49622b40b01f4c2955e8af,5
776,-18.75,literal,True,5bc73b9f821054000181a853:5f4962012059684b6fd8085a,1
775,50.0,literal,True,5c17c95d6822770001c96065:5f4961f7a08b214be904c22f,8
845,48.0,literal,True,5c5cb335c378220001e5ed9b:5f49621ccb08014b9843820f,5
530,8.333333333333332,literal,True,5c8fc2bd9b8be600019bc3d9:5f494aab6432ef481a09e022,8
909,92.85714285714286,literal,True,5ea4273e16a0c73bcff9fcb0:5f496212633ed24c1ce057d9,7
779,64.28571428571429,literal,True,5980f157413c230001291b22:5f4961faad7baa4b44a10eef,7
761,35.294117647058826,literal,True,5b5796938c7d400001da9ab7:5f49620dacc7c44b7debd9d5,3
764,0.0,literal,True,5ea4273e16a0c73bcff9fcb0:5f496212633ed24c1ce057d9,2
767,-112.5,literal,True,5d0c90dc3382180015624ad9:5f4961f20013be4b722a54f5,1
838,-66.66666666666666,literal,True,5e851c3988674a0fa6ce6cfe:5f496216eb2e884bb4f38446,8
837,100.0,literal,True,5d5445e63808390015b8df52:5f4961f08ac21f39d3323d10,9
555,100.0,literal,True,5dee8dc525332652f941f79b:5f494b4b3d0cb54881524fee,8
556,31.25,literal,True,5800eb53beccf8000100cb06:5f494f8f8d15cc499a5110a0,1
834,59.25925925925925,literal,True,5cd2f861ad27b40016acd64e:5f4961ed0fc6404c0ef9ac55,9
833,42.857142857142854,literal,True,5efcdcfeaead790f210c3181:5f4962038d19d84b12aff021,7
798,33.33333333333333,literal,True,5cd2f861ad27b40016acd64e:5f4961ed0fc6404c0ef9ac55,8
830,-20.0,literal,True,5e70f7ae5677ec0659009ac3:5f49622b40b01f4c2955e8af,6
557,58.333333333333336,literal,True,5edf8e1191b6ff2531c25af5:5f494dc274dfe8372adc15ae,8
558,74.07407407407408,literal,True,5dee8dc525332652f941f79b:5f494b4b3d0cb54881524fee,9
559,100.0,literal,True,5800eb53beccf8000100cb06:5f494f8f8d15cc499a5110a0,2
823,-20.833333333333336,literal,True,5ea4273e16a0c73bcff9fcb0:5f496212633ed24c1ce057d9,4
538,74.07407407407408,literal,True,5c8fc2bd9b8be600019bc3d9:5f494aab6432ef481a09e022,9
797,50.0,literal,True,5f32f1f9f2bc330b8351c3dd:5f496209647fdf37e7158557,10
537,43.75,literal,True,5edf8e1191b6ff2531c25af5:5f494dc274dfe8372adc15ae,1
769,59.25925925925925,literal,True,5f32f1f9f2bc330b8351c3dd:5f496209647fdf37e7158557,9
768,-107.14285714285714,literal,True,5cd2f861ad27b40016acd64e:5f4961ed0fc6404c0ef9ac55,7
533,74.07407407407408,literal,True,5e4864041a9dc6000c6f6073:5f494b7b0ac66447566b73f8,9
535,35.294117647058826,literal,True,5dee8dc525332652f941f79b:5f494b4b3d0cb54881524fee,3
901,100.0,literal,True,5f05beccf7def406fd64c59c:5f4961fc9d04a0143eb59d0f,5
897,-66.66666666666666,literal,True,5b1386089663ee0001461b6e:5f496226437291397fed6f89,8
406,100.0,literal,True,5b4f9ec6d4c93b00019ccb14:5f494be37b89dc357025f6a4,10
849,40.0,literal,True,5b1386089663ee0001461b6e:5f496226437291397fed6f89,6
407,-100.0,literal,True,5f258c2c43c6770008f8abd2:5f494bc65d2cf811e636e692,9
409,31.25,literal,True,5c8fc2bd9b8be600019bc3d9:5f494aab6432ef481a09e022,1
410,80.0,literal,True,5f3bcd527997410a5682a06a:5f494bd730f69f481b7779af,5
868,100.0,literal,True,5980f157413c230001291b22:5f4961faad7baa4b44a10eef,9
886,-62.5,literal,True,5bc73b9f821054000181a853:5f4962012059684b6fd8085a,2
885,26.666666666666668,literal,True,5c5cb335c378220001e5ed9b:5f49621ccb08014b9843820f,6
882,-20.833333333333336,literal,True,5d0c90dc3382180015624ad9:5f4961f20013be4b722a54f5,4
881,26.666666666666668,literal,True,5ea4273e16a0c73bcff9fcb0:5f496212633ed24c1ce057d9,6
412,14.814814814814813,literal,True,542bbe97fdf99b324f7632af:5f494c522a4bf513763ec109,9
413,42.857142857142854,literal,True,5f2c6060e9b1c90008a1d428:5f494bb3a08b2148a3fa23f5,7
872,-121.42857142857142,literal,True,5b1386089663ee0001461b6e:5f496226437291397fed6f89,7
871,55.00000000000001,literal,True,5d5445e63808390015b8df52:5f4961f08ac21f39d3323d10,10
1126,100.0,literal,True,5bc73b9f821054000181a853:5f4962012059684b6fd8085a,10
1380,50.0,literal,True,5ef54feba3c61b18f00d83a3:5f497903ba8e7117d70d110a,8
1373,35.294117647058826,literal,True,5ea40ba76e05883a3353452d:5f497a871f2de51832fcb1cd,3
851,100.0,literal,True,5c17c95d6822770001c96065:5f4961f7a08b214be904c22f,10
554,100.0,literal,True,5edf8e1191b6ff2531c25af5:5f494dc274dfe8372adc15ae,7
853,72.0,literal,True,5ea4273e16a0c73bcff9fcb0:5f496212633ed24c1ce057d9,5
856,80.0,literal,True,5b5796938c7d400001da9ab7:5f49620dacc7c44b7debd9d5,5
561,55.00000000000001,literal,True,5dee8dc525332652f941f79b:5f494b4b3d0cb54881524fee,10
893,74.07407407407408,literal,True,5efcdcfeaead790f210c3181:5f4962038d19d84b12aff021,9
913,-20.0,literal,True,5b5796938c7d400001da9ab7:5f49620dacc7c44b7debd9d5,6
915,59.25925925925925,literal,True,5e851c3988674a0fa6ce6cfe:5f496216eb2e884bb4f38446,9
408,35.294117647058826,literal,True,5daf0de496507d001032d762:5f494b68bdb24437be1eae8a,3
931,100.0,literal,True,5f120594adcb84118a2bd752:5f4961f6f50c0e4aef4276f3,6
930,-33.33333333333333,literal,True,5ea4273e16a0c73bcff9fcb0:5f496212633ed24c1ce057d9,8
926,-100.0,literal,True,5b1386089663ee0001461b6e:5f496226437291397fed6f89,9
923,35.714285714285715,literal,True,5c5cb335c378220001e5ed9b:5f49621ccb08014b9843820f,7
918,48.0,literal,True,5d0c90dc3382180015624ad9:5f4961f20013be4b722a54f5,5
917,100.0,literal,True,5980f157413c230001291b22:5f4961faad7baa4b44a10eef,10
916,100.0,literal,True,5efcdcfeaead790f210c3181:5f4962038d19d84b12aff021,10
404,100.0,literal,True,5e4864041a9dc6000c6f6073:5f494b7b0ac66447566b73f8,2
696,26.666666666666668,literal,True,5f32f1f9f2bc330b8351c3dd:5f496209647fdf37e7158557,6
860,100.0,literal,True,5efcdcfeaead790f210c3181:5f4962038d19d84b12aff021,8
859,50.0,literal,True,5cd2f861ad27b40016acd64e:5f4961ed0fc6404c0ef9ac55,10
858,100.0,literal,True,5f120594adcb84118a2bd752:5f4961f6f50c0e4aef4276f3,5
854,-94.11764705882352,literal,True,5d0c90dc3382180015624ad9:5f4961f20013be4b722a54f5,3
1370,72.0,literal,True,5ef8687a939d495b1705235e:5f4978f36e65673c428c667c,5
819,66.66666666666666,literal,True,5980f157413c230001291b22:5f4961faad7baa4b44a10eef,8
799,-11.76470588235294,literal,True,5ea4273e16a0c73bcff9fcb0:5f496212633ed24c1ce057d9,3
947,55.00000000000001,literal,True,5b1386089663ee0001461b6e:5f496226437291397fed6f89,10
946,0.0,literal,True,5b5796938c7d400001da9ab7:5f49620dacc7c44b7debd9d5,7
944,100.0,literal,True,5f05beccf7def406fd64c59c:5f4961fc9d04a0143eb59d0f,6
942,64.70588235294117,literal,True,5bc73b9f821054000181a853:5f4962012059684b6fd8085a,3
470,40.0,literal,True,5daf0de496507d001032d762:5f494b68bdb24437be1eae8a,6
982,100.0,literal,True,5e851c3988674a0fa6ce6cfe:5f496216eb2e884bb4f38446,10
981,14.814814814814813,literal,True,5c5cb335c378220001e5ed9b:5f49621ccb08014b9843820f,9
952,26.666666666666668,literal,True,5d0c90dc3382180015624ad9:5f4961f20013be4b722a54f5,6
969,58.333333333333336,literal,True,5b5796938c7d400001da9ab7:5f49620dacc7c44b7debd9d5,8
972,100.0,literal,True,5ea4273e16a0c73bcff9fcb0:5f496212633ed24c1ce057d9,10
477,74.07407407407408,literal,True,5f3bcd527997410a5682a06a:5f494bd730f69f481b7779af,9
1097,100.0,literal,True,5dc746edbdcd7d52bd94ee3e:5f496226b6c2294bbcc88a95,8
478,80.0,literal,True,5e4864041a9dc6000c6f6073:5f494b7b0ac66447566b73f8,5
1090,-121.42857142857142,literal,True,5bc73b9f821054000181a853:5f4962012059684b6fd8085a,7
1089,42.857142857142854,literal,True,5dc746edbdcd7d52bd94ee3e:5f496226b6c2294bbcc88a95,7
480,80.0,literal,True,5c8fc2bd9b8be600019bc3d9:5f494aab6432ef481a09e022,5
965,100.0,literal,True,5f120594adcb84118a2bd752:5f4961f6f50c0e4aef4276f3,7
953,100.0,literal,True,5c5cb335c378220001e5ed9b:5f49621ccb08014b9843820f,8
954,77.77777777777779,literal,True,5ea4273e16a0c73bcff9fcb0:5f496212633ed24c1ce057d9,9
984,100.0,literal,True,5f05beccf7def406fd64c59c:5f4961fc9d04a0143eb59d0f,7
1002,100.0,literal,True,5f05beccf7def406fd64c59c:5f4961fc9d04a0143eb59d0f,8
494,100.0,literal,True,5f3bcd527997410a5682a06a:5f494bd730f69f481b7779af,10
999,55.00000000000001,literal,True,5c5cb335c378220001e5ed9b:5f49621ccb08014b9843820f,10
997,100.0,literal,True,5bc73b9f821054000181a853:5f4962012059684b6fd8085a,4
995,100.0,literal,True,5f120594adcb84118a2bd752:5f4961f6f50c0e4aef4276f3,8
990,59.25925925925925,literal,True,5b5796938c7d400001da9ab7:5f49620dacc7c44b7debd9d5,9
986,42.857142857142854,literal,True,5d0c90dc3382180015624ad9:5f4961f20013be4b722a54f5,7
1009,-41.66666666666667,literal,True,5d0c90dc3382180015624ad9:5f4961f20013be4b722a54f5,8
1027,100.0,literal,True,5f05beccf7def406fd64c59c:5f4961fc9d04a0143eb59d0f,9
1023,42.857142857142854,literal,True,5e70f7ae5677ec0659009ac3:5f49622b40b01f4c2955e8af,7
1022,-100.0,literal,True,5d0c90dc3382180015624ad9:5f4961f20013be4b722a54f5,9
503,16.666666666666664,literal,True,5daf0de496507d001032d762:5f494b68bdb24437be1eae8a,8
1018,74.07407407407408,literal,True,5f120594adcb84118a2bd752:5f4961f6f50c0e4aef4276f3,9
1016,-62.5,literal,True,5dc746edbdcd7d52bd94ee3e:5f496226b6c2294bbcc88a95,1
505,-20.0,literal,True,5e4864041a9dc6000c6f6073:5f494b7b0ac66447566b73f8,6
1010,-62.5,literal,True,5f342729bd94492d34cba013:5f4962086bde501590d2e1c2,1
506,37.5,literal,True,5dee8dc525332652f941f79b:5f494b4b3d0cb54881524fee,1
1084,100.0,literal,True,5f342729bd94492d34cba013:5f4962086bde501590d2e1c2,3
1083,40.0,literal,True,5dc746edbdcd7d52bd94ee3e:5f496226b6c2294bbcc88a95,6
1100,100.0,literal,True,5f342729bd94492d34cba013:5f4962086bde501590d2e1c2,4
484,64.28571428571429,literal,True,5daf0de496507d001032d762:5f494b68bdb24437be1eae8a,7
1062,14.814814814814813,literal,True,5e70f7ae5677ec0659009ac3:5f49622b40b01f4c2955e8af,9
544,-50.0,literal,True,5edf8e1191b6ff2531c25af5:5f494dc274dfe8372adc15ae,2
1065,0.0,literal,True,5b5796938c7d400001da9ab7:5f49620dacc7c44b7debd9d5,10
546,72.0,literal,True,5dee8dc525332652f941f79b:5f494b4b3d0cb54881524fee,5
547,-105.88235294117648,literal,True,5edf8e1191b6ff2531c25af5:5f494dc274dfe8372adc15ae,3
548,-62.5,literal,True,5edf8e1191b6ff2531c25af5:5f494dc274dfe8372adc15ae,4
550,60.0,literal,True,5dee8dc525332652f941f79b:5f494b4b3d0cb54881524fee,6
812,100.0,literal,True,5b1386089663ee0001461b6e:5f496226437291397fed6f89,5
811,-62.5,literal,True,5b5796938c7d400001da9ab7:5f49620dacc7c44b7debd9d5,4
516,59.25925925925925,literal,True,5daf0de496507d001032d762:5f494b68bdb24437be1eae8a,9
809,-56.25,literal,True,5d0c90dc3382180015624ad9:5f4961f20013be4b722a54f5,2
807,-70.58823529411765,literal,True,5f05beccf7def406fd64c59c:5f4961fc9d04a0143eb59d0f,3
551,80.0,literal,True,5edf8e1191b6ff2531c25af5:5f494dc274dfe8372adc15ae,5
552,-33.33333333333333,literal,True,5edf8e1191b6ff2531c25af5:5f494dc274dfe8372adc15ae,6
802,100.0,literal,True,5efcdcfeaead790f210c3181:5f4962038d19d84b12aff021,6
801,100.0,literal,True,5f120594adcb84118a2bd752:5f4961f6f50c0e4aef4276f3,4
553,42.857142857142854,literal,True,5dee8dc525332652f941f79b:5f494b4b3d0cb54881524fee,7
543,100.0,literal,True,5c8fc2bd9b8be600019bc3d9:5f494aab6432ef481a09e022,10
818,74.07407407407408,literal,True,5c17c95d6822770001c96065:5f4961f7a08b214be904c22f,9
542,100.0,literal,True,5dee8dc525332652f941f79b:5f494b4b3d0cb54881524fee,4
541,100.0,literal,True,5e4864041a9dc6000c6f6073:5f494b7b0ac66447566b73f8,10
1119,74.07407407407408,literal,True,5bc73b9f821054000181a853:5f4962012059684b6fd8085a,9
1113,-66.66666666666666,literal,True,5bc73b9f821054000181a853:5f4962012059684b6fd8085a,8
1111,72.0,literal,True,5f342729bd94492d34cba013:5f4962086bde501590d2e1c2,5
1107,100.0,literal,True,5dc746edbdcd7d52bd94ee3e:5f496226b6c2294bbcc88a95,10
1104,74.07407407407408,literal,True,5dc746edbdcd7d52bd94ee3e:5f496226b6c2294bbcc88a95,9
1076,48.0,literal,True,5dc746edbdcd7d52bd94ee3e:5f496226b6c2294bbcc88a95,5
513,100.0,literal,True,5c8fc2bd9b8be600019bc3d9:5f494aab6432ef481a09e022,6
1048,100.0,literal,True,5f05beccf7def406fd64c59c:5f4961fc9d04a0143eb59d0f,10
1047,0.0,literal,True,5d0c90dc3382180015624ad9:5f4961f20013be4b722a54f5,10
1045,-41.66666666666667,literal,True,5e70f7ae5677ec0659009ac3:5f49622b40b01f4c2955e8af,8
1038,-56.25,literal,True,5dc746edbdcd7d52bd94ee3e:5f496226b6c2294bbcc88a95,2
1037,12.0,literal,True,5bc73b9f821054000181a853:5f4962012059684b6fd8085a,5
1033,100.0,literal,True,5f120594adcb84118a2bd752:5f4961f6f50c0e4aef4276f3,10
1054,-105.88235294117648,literal,True,5dc746edbdcd7d52bd94ee3e:5f496226b6c2294bbcc88a95,3
1074,0.0,literal,True,5e70f7ae5677ec0659009ac3:5f49622b40b01f4c2955e8af,10
1073,-20.0,literal,True,5bc73b9f821054000181a853:5f4962012059684b6fd8085a,6
1072,-56.25,literal,True,5f342729bd94492d34cba013:5f4962086bde501590d2e1c2,2
1067,50.0,literal,True,5dc746edbdcd7d52bd94ee3e:5f496226b6c2294bbcc88a95,4
1368,100.0,literal,True,5ec82c3f67c66a10c498ecf6:5f4978ef88eb744e42537ef0,8
862,20.833333333333336,literal,True,5f05beccf7def406fd64c59c:5f4961fc9d04a0143eb59d0f,4
376,-62.5,literal,True,5f3bcd527997410a5682a06a:5f494bd730f69f481b7779af,4
1185,-20.0,literal,True,5ea300a5733c8107ec2478a3:5f4973ddb6c2294d9c6df72a,6
1184,80.0,literal,True,5ea300a5733c8107ec2478a3:5f4973ddb6c2294d9c6df72a,5
1183,-62.5,literal,True,5ea300a5733c8107ec2478a3:5f4973ddb6c2294d9c6df72a,4
1182,64.70588235294117,literal,True,5ea300a5733c8107ec2478a3:5f4973ddb6c2294d9c6df72a,3
1181,-56.25,literal,True,5ea300a5733c8107ec2478a3:5f4973ddb6c2294d9c6df72a,2
1180,-31.25,literal,True,5ea300a5733c8107ec2478a3:5f4973ddb6c2294d9c6df72a,1
614,-87.5,literal,True,5c17c95d6822770001c96065:5f4961f7a08b214be904c22f,2
1186,0.0,literal,True,5ea300a5733c8107ec2478a3:5f4973ddb6c2294d9c6df72a,7
464,58.333333333333336,literal,True,5f3bcd527997410a5682a06a:5f494bd730f69f481b7779af,8
445,96.29629629629629,literal,True,5f2c6060e9b1c90008a1d428:5f494bb3a08b2148a3fa23f5,9
1209,37.5,literal,True,5ef54feba3c61b18f00d83a3:5f497903ba8e7117d70d110a,1
1208,-31.25,literal,True,5ec37e4bfaf4051ce248f1b5:5f4978f8edde0c4e5002ecc0,1
427,100.0,literal,True,542bbe97fdf99b324f7632af:5f494c522a4bf513763ec109,10
428,26.666666666666668,literal,True,5f3bcd527997410a5682a06a:5f494bd730f69f481b7779af,6
1202,50.0,literal,True,5ec82c3f67c66a10c498ecf6:5f4978ef88eb744e42537ef0,1
1143,64.70588235294117,literal,True,5c56550e54f9d30001db7f50:5f496201a08b214be904c230,3
465,100.0,literal,True,5c8fc2bd9b8be600019bc3d9:5f494aab6432ef481a09e022,4
1187,-75.0,literal,True,5ea300a5733c8107ec2478a3:5f4973ddb6c2294d9c6df72a,8
1188,77.77777777777779,literal,True,5ea300a5733c8107ec2478a3:5f4973ddb6c2294d9c6df72a,9
1189,100.0,literal,True,5ea300a5733c8107ec2478a3:5f4973ddb6c2294d9c6df72a,10
1480,72.0,literal,True,5f46146c80dfb5239c790b40:5f4978fdfae2764e9a968ebe,5
1487,100.0,literal,True,5f46146c80dfb5239c790b40:5f4978fdfae2764e9a968ebe,8
1426,-31.25,literal,True,5f46146c80dfb5239c790b40:5f4978fdfae2764e9a968ebe,1
1425,100.0,literal,True,5ec82c3f67c66a10c498ecf6:5f4978ef88eb744e42537ef0,10
